Gender;Age;Admission_Year;GPA;Total_Score;Math_EGE;Russian_EGE;Profile_EGE;Individual_Achievements;Admission_Category;Study_Form;Faculty;Competition_Per_Seat;Enrolled
М;19;2025;4,48;221;81;52;45;6;Общий конкурс;Заочная;Физика;4,1;0
М;20;2023;4,67;220;85;66;85;6;Общий конкурс;Очная;Экономика;7,02;0
Ж;22;2022;3,96;289;59;76;40;8;Общий конкурс;Заочная;Медицина;8,46;0
Ж;25;2024;3,02;215;70;91;67;4;Общий конкурс;Заочная;Математика;1,41;0
М;17;2025;3,04;222;61;77;77;5;Общий конкурс;Очная;Математика;5,73;0
М;17;2025;3,18;260;83;69;100;9;Общий конкурс;Очная;Филология;8,04;0
М;23;2021;3,85;220;79;52;46;5;Общий конкурс;Очная;Филология;5,33;0
М;19;2023;4,63;226;97;78;90;1;Общий конкурс;Очная;Физика;1,82;0
Ж;24;2020;4,05;204;55;41;65;9;Общий конкурс;Очная;Биология;3,71;0
Ж;17;2024;4,22;243;56;91;51;8;Общий конкурс;Очная;Физика;5,08;0
Ж;18;2023;4,69;246;40;86;75;4;Общий конкурс;Заочная;Физика;8,47;0
М;18;2025;3,09;252;40;69;62;4;Общий конкурс;Очная;Юриспруденция;4,38;0
М;20;2021;4,46;228;58;92;71;9;Общий конкурс;Очная;Медицина;1,99;0
М;17;2022;4,89;261;88;91;77;5;Общий конкурс;Очная;Медицина;6,47;0
М;20;2025;3,81;281;51;57;74;0;Общий конкурс;Очная;Медицина;2,46;0
М;18;2024;4,23;210;72;88;51;4;Целевая квота;Очная;Информатика;10;0
М;17;2025;3,13;261;97;71;68;4;Целевая квота;Очная;Информатика;7,74;0
Ж;21;2025;4,77;283;53;82;97;8;Целевая квота;Очная;Филология;2,91;1
М;20;2022;4,29;221;73;41;75;0;Общий конкурс;Очная;Математика;7,57;0
М;19;2021;3,8;229;60;90;80;9;Целевая квота;Очная;Биология;2,27;0
Ж;17;2021;3,79;223;64;92;48;1;Общий конкурс;Очная;Математика;5,02;0
Ж;22;2021;3,47;279;82;47;100;5;Общий конкурс;Заочная;Юриспруденция;4,66;0
М;21;2024;4,04;208;91;67;59;5;Общий конкурс;Очная;Биология;4,35;0
Ж;17;2024;4,88;234;69;75;94;10;Особая квота;Заочная;Филология;9,91;0
Ж;17;2023;3,05;274;93;75;40;3;Общий конкурс;Очная;Экономика;1,17;0
Ж;18;2023;3,12;204;75;83;48;5;Общий конкурс;Очная;Математика;7,95;0
Ж;21;2020;3,63;295;69;81;86;3;Общий конкурс;Очная;Юриспруденция;6,94;0
Ж;20;2024;4,93;211;57;89;74;6;Общий конкурс;Очная;Математика;1,71;0
Ж;19;2021;4,32;220;72;81;87;3;Общий конкурс;Очная;Биология;8,6;0
М;18;2021;3,23;222;90;96;56;9;Общий конкурс;Очная;Биология;2,06;0
М;17;2021;3,71;208;48;87;95;8;Общий конкурс;Очная;Информатика;7,83;0
Ж;20;2020;3,87;210;60;58;46;2;Целевая квота;Очная;Экономика;5,28;0
М;24;2021;4,21;239;73;89;91;7;Общий конкурс;Очная;Филология;1,87;0
Ж;17;2021;4,32;275;62;46;97;1;Общий конкурс;Очная;Медицина;1,26;1
М;17;2020;4,91;292;51;71;93;8;Общий конкурс;Заочная;Физика;7,15;0
Ж;21;2021;4,58;270;43;80;52;10;Особая квота;Очная;Биология;4,83;1
Ж;17;2022;4,33;263;78;43;81;2;Общий конкурс;Очная;Биология;6,17;0
Ж;18;2023;4,84;249;75;89;94;7;Общий конкурс;Очная;Медицина;1,39;0
М;18;2023;4,47;216;78;64;80;9;Общий конкурс;Очная;Математика;2,65;0
Ж;17;2020;4,57;299;96;89;56;8;Целевая квота;Очная;Биология;3,01;1
М;17;2021;3,84;204;75;58;94;2;Общий конкурс;Заочная;Медицина;1,24;0
Ж;23;2022;3,08;298;41;97;99;7;Общий конкурс;Очная;Математика;4,63;0
М;18;2021;4,49;216;63;67;61;5;Общий конкурс;Очная;Математика;5,92;0
Ж;19;2025;4,6;241;81;56;51;6;Общий конкурс;Очная;Филология;2,1;0
М;18;2023;3,21;224;68;70;42;4;Общий конкурс;Очная;Филология;1,45;0
М;17;2022;4,55;298;48;69;89;1;Целевая квота;Очная;Физика;4,51;1
Ж;20;2020;3,72;224;58;76;51;3;Общий конкурс;Очная;Экономика;8,89;0
М;24;2021;4,13;281;44;98;66;7;Особая квота;Очная;Физика;9,61;0
Ж;20;2024;3,73;262;55;43;77;1;Общий конкурс;Очная;Экономика;4,71;0
М;21;2020;3,82;285;80;65;47;5;Общий конкурс;Очная;Медицина;9,71;0
М;20;2020;4,77;291;82;58;57;5;Общий конкурс;Очная;Юриспруденция;2,96;1
М;18;2025;4,73;207;65;64;95;6;Целевая квота;Очная;Физика;1,21;0
М;18;2023;3,49;223;71;93;99;5;Общий конкурс;Очная;Математика;6,04;0
М;18;2021;4,28;230;86;90;49;7;Общий конкурс;Очная;Юриспруденция;2,37;0
М;18;2024;3,25;293;87;88;75;0;Общий конкурс;Очная;Юриспруденция;5,53;0
М;18;2021;3,2;209;79;43;74;6;Общий конкурс;Очная;Филология;3,67;0
М;20;2025;3,85;242;96;97;95;8;Общий конкурс;Очная;Биология;3,19;0
М;19;2022;3,24;230;67;64;63;3;Общий конкурс;Заочная;Экономика;5,7;0
М;18;2022;4,53;269;83;68;100;5;Общий конкурс;Заочная;Экономика;2,57;1
Ж;20;2024;4,95;254;59;70;68;4;Общий конкурс;Заочная;Биология;9,95;0
М;18;2025;4,23;281;54;45;100;1;Особая квота;Заочная;Биология;8,59;0
Ж;19;2020;3,8;207;75;65;100;8;Общий конкурс;Заочная;Экономика;7,22;0
М;20;2023;3,93;201;94;100;86;6;Общий конкурс;Очная;Математика;4,9;0
Ж;25;2022;3,99;204;42;84;87;7;Общий конкурс;Очная;Юриспруденция;3,28;0
Ж;17;2023;4,92;278;84;85;47;2;Общий конкурс;Очная;Биология;1,74;1
М;17;2025;3,42;201;91;76;81;8;Общий конкурс;Очная;Информатика;4,23;0
М;19;2020;3,28;216;87;80;60;5;Общий конкурс;Очная;Биология;4,06;0
М;18;2022;3,76;288;78;66;59;6;Общий конкурс;Очная;Физика;1,46;0
М;17;2023;3,27;279;52;68;91;2;Общий конкурс;Очная;Экономика;7,4;0
М;18;2023;3,49;256;69;48;63;0;Целевая квота;Очная;Филология;2,2;0
М;17;2023;4,43;231;56;52;51;10;Общий конкурс;Очная;Математика;4,97;0
М;21;2023;3,52;259;81;40;75;3;Общий конкурс;Очная;Филология;7,36;0
Ж;17;2020;3,24;280;88;73;60;2;Общий конкурс;Очная;Экономика;3,28;0
М;19;2024;4,93;240;77;91;41;3;Общий конкурс;Заочная;Филология;9,79;0
М;20;2022;3,29;203;56;81;84;8;Общий конкурс;Очная;Филология;6,51;0
Ж;20;2022;4,11;206;58;72;70;2;Общий конкурс;Очная;Экономика;2,42;0
Ж;18;2021;3,5;222;83;45;61;4;Целевая квота;Очная;Медицина;7,81;0
М;17;2022;3,36;296;95;59;72;8;Общий конкурс;Заочная;Биология;3,04;0
Ж;19;2020;3,8;203;48;83;92;8;Общий конкурс;Очная;Медицина;2,26;0
М;17;2024;3,52;287;76;65;77;0;Общий конкурс;Очная;Физика;2,44;0
М;17;2020;4,85;300;62;59;91;6;Общий конкурс;Заочная;Биология;1,72;1
М;20;2020;3,8;242;91;99;93;1;Общий конкурс;Заочная;Информатика;1,59;0
Ж;20;2023;4,86;215;43;85;47;8;Общий конкурс;Очная;Биология;7,36;0
Ж;18;2023;3,77;284;89;67;42;7;Целевая квота;Заочная;Юриспруденция;3,58;0
Ж;25;2023;3,83;237;95;62;46;9;Общий конкурс;Очная;Информатика;9,17;0
Ж;18;2020;4,5;292;49;82;88;7;Общий конкурс;Заочная;Юриспруденция;7,1;0
Ж;17;2022;3,49;242;64;91;49;9;Общий конкурс;Очная;Медицина;5,45;0
М;18;2023;4,81;281;49;41;92;1;Общий конкурс;Очная;Физика;2,92;1
М;17;2025;4,06;280;55;90;78;3;Целевая квота;Очная;Информатика;5,74;0
Ж;18;2021;3,43;299;56;61;73;10;Общий конкурс;Очная;Математика;9,24;0
М;22;2020;3,83;267;56;57;56;9;Общий конкурс;Очная;Экономика;4,92;0
Ж;17;2022;3,05;288;72;71;46;1;Общий конкурс;Очная;Информатика;2,95;0
Ж;17;2022;3,08;237;45;92;54;5;Общий конкурс;Очная;Математика;3,33;0
Ж;25;2024;3,03;251;85;49;97;2;Общий конкурс;Очная;Филология;4,84;0
М;18;2021;3,57;253;93;58;46;7;Общий конкурс;Очная;Филология;4,5;0
Ж;23;2025;4,98;250;67;100;75;6;Особая квота;Очная;Биология;9,59;0
М;20;2025;4,34;273;57;76;52;2;Общий конкурс;Очная;Физика;6,1;0
Ж;24;2024;4,29;297;61;88;72;8;Общий конкурс;Очная;Физика;7,19;0
М;17;2021;4,88;249;81;94;51;3;Общий конкурс;Очная;Экономика;5,82;0
М;17;2020;3,95;251;63;71;65;0;Общий конкурс;Очная;Медицина;9,56;0
Ж;19;2023;4,86;247;84;50;62;7;Целевая квота;Заочная;Юриспруденция;2,78;0
М;17;2021;3,57;291;98;48;55;1;Общий конкурс;Очная;Биология;9,04;0
Ж;19;2024;4,62;248;46;76;47;7;Общий конкурс;Очная;Информатика;6,06;0
Ж;19;2025;4,15;240;93;71;56;1;Общий конкурс;Очная;Биология;3,98;0
Ж;18;2021;3,15;236;94;67;59;8;Общий конкурс;Очная;Юриспруденция;9,48;0
М;17;2022;4,87;215;99;70;71;6;Общий конкурс;Очная;Медицина;6,62;0
М;18;2024;4,68;273;95;98;85;1;Общий конкурс;Очная;Физика;8,9;0
Ж;17;2020;3,52;214;41;75;69;9;Общий конкурс;Очная;Информатика;7,48;0
Ж;18;2021;4,19;253;43;67;75;6;Общий конкурс;Очная;Медицина;1,72;1
М;17;2024;3,41;230;72;69;65;9;Особая квота;Очная;Юриспруденция;1,35;0
Ж;18;2025;3,39;293;60;69;94;1;Целевая квота;Очная;Филология;5,17;0
М;18;2020;4,62;239;93;54;75;5;Общий конкурс;Очная;Экономика;3,64;0
М;20;2020;4,67;294;48;75;60;5;Общий конкурс;Заочная;Филология;3,86;1
Ж;18;2021;4,73;242;76;65;63;10;Общий конкурс;Очная;Экономика;4,57;0
М;18;2023;3,5;281;71;82;78;2;Общий конкурс;Очная;Физика;1,94;0
М;19;2023;3,38;288;71;95;52;2;Общий конкурс;Очная;Физика;2,89;0
Ж;18;2022;4,54;214;98;73;63;10;Общий конкурс;Очная;Экономика;1,51;0
М;22;2024;3,07;278;52;96;48;3;Общий конкурс;Очная;Биология;5,96;0
Ж;22;2022;3,58;260;89;86;64;9;Общий конкурс;Очная;Физика;8,19;0
М;21;2025;4,89;273;91;44;83;4;Общий конкурс;Очная;Медицина;7,89;0
Ж;23;2024;4,1;222;56;49;77;5;Общий конкурс;Заочная;Физика;1,98;0
Ж;22;2020;4,31;298;64;73;48;1;Общий конкурс;Очная;Математика;3,1;1
М;22;2021;4,6;232;77;91;90;7;Общий конкурс;Очная;Филология;2,49;0
Ж;17;2020;3,91;252;69;97;69;4;Общий конкурс;Очная;Филология;2,5;0
М;19;2022;4,1;264;95;67;85;5;Общий конкурс;Очная;Физика;9,74;0
М;17;2021;3,96;259;68;72;46;0;Общий конкурс;Заочная;Информатика;8,23;0
Ж;19;2024;4,14;266;83;87;91;1;Общий конкурс;Очная;Физика;2,58;1
М;19;2022;4,3;275;78;87;58;10;Общий конкурс;Очная;Информатика;2,38;1
Ж;17;2024;4,23;212;73;76;60;6;Общий конкурс;Очная;Биология;8,15;0
Ж;19;2021;4,52;242;46;100;63;9;Общий конкурс;Заочная;Экономика;3,44;0
Ж;17;2020;3,43;223;49;46;81;5;Общий конкурс;Очная;Информатика;7,89;0
М;22;2023;4,76;229;78;95;95;8;Общий конкурс;Очная;Медицина;7,75;0
М;18;2022;4,17;234;67;76;79;9;Общий конкурс;Заочная;Юриспруденция;9,41;0
М;17;2020;4,1;204;69;44;95;0;Общий конкурс;Очная;Филология;1,34;0
М;18;2025;4,74;238;60;60;91;6;Общий конкурс;Очная;Филология;8,83;0
Ж;18;2020;3,33;299;96;47;50;1;Общий конкурс;Очная;Математика;7,06;0
М;23;2022;4,44;251;80;86;72;4;Общий конкурс;Заочная;Филология;3,66;1
М;18;2022;3,7;272;58;84;70;6;Общий конкурс;Заочная;Медицина;1,1;0
Ж;17;2024;3,47;293;98;54;83;5;Общий конкурс;Очная;Экономика;8,37;0
М;17;2023;4,03;264;86;79;100;0;Общий конкурс;Очная;Математика;4,53;1
М;17;2020;4,66;221;59;74;83;2;Общий конкурс;Очная;Экономика;9,18;0
Ж;17;2024;3,57;215;65;96;69;7;Общий конкурс;Очная;Медицина;1,51;0
М;18;2023;4,08;275;66;73;43;10;Целевая квота;Очная;Филология;2,56;1
Ж;19;2021;4,29;233;77;100;65;4;Целевая квота;Очная;Юриспруденция;2,52;0
М;18;2025;3,31;227;65;56;62;1;Общий конкурс;Очная;Филология;5,74;0
М;17;2025;4,22;300;93;73;76;3;Общий конкурс;Очная;Медицина;1,35;1
Ж;19;2021;4,03;299;65;55;90;8;Общий конкурс;Очная;Медицина;1,42;1
М;18;2020;3,66;263;90;99;100;3;Общий конкурс;Очная;Филология;8,65;0
М;17;2022;3,06;241;44;67;87;10;Особая квота;Очная;Юриспруденция;8,84;0
М;22;2025;4,76;252;49;55;82;0;Общий конкурс;Очная;Информатика;9,66;0
М;27;2023;4,91;228;100;59;63;6;Общий конкурс;Заочная;Математика;5,15;0
Ж;18;2021;4,25;224;57;78;68;7;Общий конкурс;Очная;Биология;9,25;0
Ж;17;2023;3,21;297;55;45;42;7;Общий конкурс;Очная;Математика;5,48;0
М;17;2022;4,25;259;93;100;91;3;Целевая квота;Очная;Юриспруденция;4,83;1
М;20;2023;4,79;289;85;59;92;9;Целевая квота;Очная;Филология;6,72;0
М;17;2022;4,44;287;56;79;60;10;Общий конкурс;Заочная;Филология;8,34;0
М;17;2022;4,06;274;78;43;90;4;Общий конкурс;Очная;Информатика;3,99;1
Ж;19;2022;3,57;294;99;72;64;6;Общий конкурс;Заочная;Математика;4,15;0
М;23;2020;3,69;256;62;78;100;10;Общий конкурс;Очная;Медицина;3,11;0
Ж;18;2020;3,44;296;87;75;66;2;Общий конкурс;Очная;Медицина;3,21;0
Ж;19;2020;4;220;95;47;61;0;Особая квота;Очная;Информатика;9,87;0
Ж;17;2022;3,15;211;54;72;65;10;Общий конкурс;Очная;Медицина;3,65;0
